-2.13387	0.545	-0.0165529
-2.16398	0.532112	-0.0198279
-2.19379	0.519345	-0.0230857
-2.22309	0.506789	-0.0263126
-2.25151	0.494599	-0.0294843
-2.27847	0.48303	-0.032558
-2.30307	0.472497	-0.035461
-2.32393	0.463648	-0.0380719
-2.3392	0.457424	-0.0401985
-2.34677	0.45503	-0.0415623
-2.34519	0.457623	-0.0418228
-2.33573	0.465461	-0.0407057
-2.32499	0.476577	-0.038272
-2.32529	0.486102	-0.0351801
-2.34955	0.487951	-0.0325679
-2.40358	0.47832	-0.0314635
-2.48336	0.457576	-0.0322955
-2.5787	0.429218	-0.034977
-2.67634	0.398261	-0.0393446
-2.75805	0.371102	-0.045594
-2.79308	0.356925	-0.054625
-2.72798	0.369115	-0.0682282
-2.4862	0.422716	-0.0886175
-2.00606	0.522146	-0.116427
-1.32154	0.643923	-0.147906
-0.588135	0.741786	-0.175641
0.028734	0.781132	-0.19396
0.463187	0.758225	-0.201969
0.736306	0.687163	-0.201422
0.896669	0.582873	-0.193852
0.987176	0.455209	-0.179405
1.03832	0.311432	-0.157245
1.07059	0.163406	-0.1279
1.09598	0.0328348	-0.0970339
1.11763	-0.0600195	-0.0744828
1.13352	-0.115764	-0.0655158
1.14285	-0.150572	-0.0674573
1.14724	-0.178164	-0.0752959
1.14877	-0.204723	-0.0856866
1.14896	-0.232073	-0.0971086
1.14872	-0.260598	-0.109035
1.14862	-0.290486	-0.12136
1.14917	-0.322034	-0.1341
1.15096	-0.355424	-0.14716
1.15451	-0.389949	-0.159981
1.15989	-0.422783	-0.171173
1.16591	-0.448928	-0.178798
1.17046	-0.464489	-0.181873
1.17212	-0.470242	-0.1814
1.17102	-0.470167	-0.179263
1.16812	-0.467795	-0.176788
1.16426	-0.464946	-0.174503
1.15993	-0.462245	-0.1725
1.1554	-0.459816	-0.170745
1.15079	-0.457651	-0.169234
1.14617	-0.455802	-0.168106
1.14157	-0.454508	-0.167783
1.13705	-0.454358	-0.169162
1.13273	-0.45637	-0.173594
1.12868	-0.461391	-0.181553
1.12478	-0.467522	-0.188115
1.1204	-0.466628	-0.178271
1.11469	-0.448761	-0.136818
1.10754	-0.413624	-0.0667725
1.09956	-0.368932	0.0170511
1.09128	-0.321074	0.10411
1.08292	-0.272774	0.190567
1.07452	-0.224631	0.275921
1.06593	-0.176169	0.360977
1.05678	-0.125737	0.447344
1.04635	-0.0697715	0.536367
1.03456	-0.00482289	0.621682
1.02561	0.0592753	0.674275
1.02647	0.0958991	0.667784
1.03572	0.101357	0.627572
1.04761	0.0931955	0.584967
1.05965	0.0818533	0.547509
1.07149	0.0698747	0.513178
1.08344	0.055987	0.47734
1.09575	0.033682	0.43043
1.10661	-0.0102236	0.361181
1.11058	-0.0688878	0.293571
1.10839	-0.108709	0.267006
1.10527	-0.127897	0.268598
1.10257	-0.138211	0.279695
1.09929	-0.142569	0.297466
1.0914	-0.128672	0.333385
1.07326	-0.0702937	0.384824
1.06153	-0.0198523	0.360609
1.06661	-0.0276385	0.263021
1.07691	-0.0578193	0.150712
1.08647	-0.0916192	0.0301049
1.08969	-0.123276	-0.119497
1.08475	-0.154494	-0.292309
1.09602	-0.199085	-0.365784
1.12321	-0.25228	-0.364575
1.15305	-0.307779	-0.353721
1.18112	-0.366054	-0.345006
1.20061	-0.42646	-0.339247
1.19794	-0.474626	-0.326697
1.17902	-0.486875	-0.285253
1.17247	-0.476553	-0.219692
1.18011	-0.461773	-0.148802
1.1924	-0.442362	-0.0829505
1.20243	-0.415329	-0.0307208
1.20573	-0.380105	0.00160197
1.20022	-0.338479	0.0126758
1.18437	-0.297078	0.00486131
1.14661	-0.290261	-0.021857
1.08628	-0.306914	-0.0569107
1.10685	-0.0356124	-0.0423336
1.14213	0.402049	-0.00159104
0.985334	0.808221	0.0353888
-0.0536597	0.953545	0.0466505
-2.69064	0.429139	-0.00352851
-4.01368	0.0420758	-0.0376989
-4.17316	0.00210318	-0.0392103
-4.18988	0.0153912	-0.0358964
-4.19854	0.0321337	-0.0322877
-4.2069	0.0490065	-0.0286704
-4.21525	0.0658825	-0.0250533
-4.2236	0.0827586	-0.0214363
-4.23195	0.0996347	-0.0178192
